order_item_id,order_id,product_id,quantity,unit_price_mrp,unit_cost
693,100204,4,4,42.07,32.25
694,100205,72,3,208.95,130.64
700,100206,63,4,106.62,70.03
701,100207,107,1,267.75,162.27
707,100208,111,3,269.89,186.78
708,100209,110,4,266.86,203.43
713,100210,5,3,248.42,180.61
715,100211,28,3,247.2,192.93
716,100212,76,1,365.14,222.7
718,100213,44,4,297.25,210.87
724,100214,7,2,336.33,202.84
729,100215,163,2,382.85,281.19
734,100216,125,1,386.18,294.75
738,100217,158,3,337.67,244.47
744,100218,103,1,250.44,138.32
748,100219,77,4,75.06,50.47
750,100220,56,3,130.11,76.8
754,100221,37,1,22.1,16.66
760,100222,83,1,54.31,41.21
763,100223,124,1,182.71,144.64
769,100224,95,3,221.27,135.08
771,100225,164,3,230.65,162.13
772,100226,10,3,184.14,114.68
773,100227,164,1,230.65,162.13
778,100228,111,3,269.89,186.78
779,100229,84,2,141.9,84.66
784,100230,111,1,269.89,186.78
789,100231,114,1,389.74,252.66
793,100232,32,2,334.92,214.08
795,100233,42,2,145.74,82.47
801,100234,15,1,245.12,137.66
802,100235,130,2,236.62,135.89
806,100236,121,1,377.37,297.55
807,100237,141,4,358.2,227.28
809,100238,72,4,208.95,130.64
810,100239,31,1,167.7,103.61
815,100240,12,2,131.01,84.05
816,100241,104,1,58.56,41.92
819,100242,162,3,270.88,167.94
820,100243,172,2,85.82,56.51
824,100244,180,1,377.29,261.79
828,100245,18,2,386.94,291.02
832,100246,60,4,359.17,245.97
834,100247,9,3,135.61,92.38
835,100248,96,3,55.38,42.88
839,100249,157,4,29.63,23.43
841,100250,111,1,269.89,186.78
842,100251,154,2,216.19,136.36
843,100252,31,4,167.7,103.61
845,100253,34,4,73.55,55.2
848,100254,45,1,357.14,238.59
849,100255,120,2,265.28,157.65
853,100256,149,2,312.6,188.8
855,100257,15,2,245.12,137.66
856,100258,172,2,85.82,56.51
857,100259,161,2,228.71,166.65
858,100260,169,4,345.08,250.5
862,100261,53,2,364.88,223.42
864,100262,70,2,158.18,125.43
869,100263,108,2,290.63,177.08
870,100264,4,2,42.07,32.25
875,100265,120,2,265.28,157.65
880,100266,105,2,21.92,12.94
881,100267,120,1,265.28,157.65
882,100268,164,4,230.65,162.13
886,100269,42,1,145.74,82.47
889,100270,142,2,162.72,93.32
893,100271,154,2,216.19,136.36
898,100272,66,2,178.62,108.16
902,100273,54,1,175.95,130.01
905,100274,153,3,295.91,234.94
909,100275,117,3,239.22,161.03
910,100276,162,4,270.88,167.94
912,100277,142,1,162.72,93.32
913,100278,96,1,55.38,42.88
914,100279,135,3,156.61,97.63
915,100280,152,3,225.44,159.92
921,100281,94,1,330.54,227.68
924,100282,51,4,31.94,22.65
929,100283,46,2,65.45,47.67
934,100284,12,1,131.01,84.05
936,100285,131,4,253.7,202.33
942,100286,28,4,247.2,192.93
948,100287,30,4,37.19,23.48
951,100288,153,4,295.91,234.94
952,100289,90,4,375.96,219.7
955,100290,88,1,265.17,157.4
956,100291,24,2,138.45,94.15
959,100292,27,4,377.01,291.7
963,100293,74,3,251.63,170.02
968,100294,121,2,377.37,297.55
972,100295,24,1,138.45,94.15
975,100296,45,1,357.14,238.59
981,100297,88,2,265.17,157.4
985,100298,19,3,135.75,77.98
987,100299,29,2,53.63,32.12
992,100300,71,2,385.73,236.43
997,100301,152,2,225.44,159.92
998,100302,166,2,155.27,114.82
999,100303,64,2,330.85,253.16
1004,100304,40,4,156.22,90.45
1006,100305,7,3,336.33,202.84
1008,100306,115,3,358.98,254.08
1013,100307,96,1,55.38,42.88
1017,100308,179,1,30.07,20.94
1023,100309,54,2,175.95,130.01
1029,100310,138,4,214.31,144.74
1034,100311,97,1,362.16,256.51
1038,100312,160,1,79.45,48.67
1043,100313,111,2,269.89,186.78
1044,100314,106,3,228.52,165.21
1045,100315,145,2,128.89,89.93
1046,100316,21,1,66.37,44.72
1047,100317,101,3,263.97,150.74
1052,100318,9,3,135.61,92.38
1054,100319,17,4,44.72,35.2
1057,100320,12,4,131.01,84.05
1058,100321,133,2,353.4,259.82
1059,100322,69,4,217.14,157.59
1064,100323,110,2,266.86,203.43
1068,100324,41,4,347.98,245.61
1070,100325,56,4,130.11,76.8
1073,100326,177,2,270.3,159.68
1076,100327,150,1,256.7,146.66
1079,100328,172,2,85.82,56.51
1082,100329,159,3,175.4,104.07
1083,100330,133,4,353.4,259.82
1085,100331,171,3,206.81,138.23
1086,100332,102,3,81.42,63.07
1088,100333,14,2,95.88,65.06
1090,100334,33,3,126.76,86.92
1096,100335,43,3,138.17,87.23
1099,100336,7,1,336.33,202.84
1101,100337,143,3,239.75,134.02
1107,100338,158,2,337.67,244.47
1110,100339,111,1,269.89,186.78
1112,100340,30,3,37.19,23.48
1117,100341,19,3,135.75,77.98
1119,100342,126,1,131.89,85.24
1124,100343,140,1,286.75,214.76
1126,100344,68,1,378.31,238.64
1128,100345,143,1,239.75,134.02
1131,100346,63,4,106.62,70.03
1134,100347,116,4,322.03,217.58
1140,100348,59,2,325.4,194.15
1144,100349,25,2,227.75,135.79
1149,100350,56,1,130.11,76.8
1153,100351,90,2,375.96,219.7
1158,100352,15,3,245.12,137.66
1163,100353,38,1,288.61,211.34
1168,100354,180,3,377.29,261.79
1172,100355,34,4,73.55,55.2
1174,100356,170,4,200.19,115
1175,100357,176,3,211.19,161.38
1179,100358,51,3,31.94,22.65
1182,100359,3,4,79.29,46.7
1186,100360,23,1,118.34,84.69
1189,100361,109,2,143.65,105.82
1192,100362,19,1,135.75,77.98
1196,100363,9,4,135.61,92.38
1197,100364,3,3,79.29,46.7
1200,100365,43,3,138.17,87.23
1204,100366,147,1,332.59,212.87
1210,100367,123,3,25.87,20.23
1215,100368,90,2,375.96,219.7
1221,100369,147,4,332.59,212.87
1224,100370,132,1,73.23,49.77
1228,100371,171,2,206.81,138.23
1232,100372,137,2,349.49,272.01
1238,100373,155,4,322.17,199.01
1239,100374,167,1,25.47,14.75
1245,100375,3,4,79.29,46.7
1251,100376,19,2,135.75,77.98
1255,100377,160,1,79.45,48.67
1258,100378,13,4,193.31,144.27
1260,100379,13,3,193.31,144.27
1264,100380,39,2,313.08,177.99
1266,100381,154,3,216.19,136.36
1270,100382,6,3,27.82,22.05
1271,100383,121,3,377.37,297.55
1275,100384,174,4,261.34,146.7
1276,100385,27,3,377.01,291.7
1281,100386,1,4,162.33,127.86
1284,100387,26,4,388.44,288.92
1286,100388,154,3,216.19,136.36
1288,100389,24,1,138.45,94.15
1294,100390,104,1,58.56,41.92
1295,100391,21,4,66.37,44.72
1299,100392,97,4,362.16,256.51
1305,100393,156,1,186.81,106.41
1311,100394,28,1,247.2,192.93
1312,100395,27,3,377.01,291.7
1317,100396,34,1,73.55,55.2
1322,100397,163,3,382.85,281.19
1324,100398,118,4,94.19,68.82
1327,100399,25,1,227.75,135.79
1333,100400,25,3,227.75,135.79
1336,100401,87,4,214.6,130.18
1341,100402,153,3,295.91,234.94
1345,100403,118,4,94.19,68.82
1349,100404,46,4,65.45,47.67
1350,100405,138,4,214.31,144.74
1351,100406,116,4,322.03,217.58
1354,100407,23,1,118.34,84.69
1357,100408,30,2,37.19,23.48
1363,100409,141,2,358.2,227.28
1369,100410,79,2,275.41,203.91
1374,100411,120,2,265.28,157.65
1375,100412,152,2,225.44,159.92
1379,100413,78,2,394.55,240.88
1382,100414,116,4,322.03,217.58
1387,100415,53,1,364.88,223.42
1391,100416,24,1,138.45,94.15
1392,100417,145,1,128.89,89.93
1395,100418,157,3,29.63,23.43
1396,100419,16,2,250.87,148.67
1402,100420,91,1,149.61,86.53
1405,100421,146,2,31.59,17.67
1407,100422,16,2,250.87,148.67
1410,100423,175,1,162.35,114.69
1416,100424,130,2,236.62,135.89
1422,100425,85,3,35.49,24.76
1426,100426,41,4,347.98,245.61
1429,100427,177,4,270.3,159.68
1430,100428,162,1,270.88,167.94
1436,100429,100,3,357.09,266.02
1440,100430,137,2,349.49,272.01
1444,100431,8,1,89.09,53.08
1449,100432,128,4,84.41,58.18
1455,100433,135,1,156.61,97.63
1461,100434,15,3,245.12,137.66
1462,100435,93,4,118.02,84.38
1466,100436,26,4,388.44,288.92
1468,100437,44,4,297.25,210.87
1469,100438,44,3,297.25,210.87
1473,100439,14,2,95.88,65.06
1478,100440,145,1,128.89,89.93
1483,100441,131,3,253.7,202.33
1488,100442,27,3,377.01,291.7
1494,100443,11,3,252.5,147.68
1496,100444,60,4,359.17,245.97
1498,100445,157,3,29.63,23.43
1503,100446,73,3,128.24,71.71
1505,100447,53,1,364.88,223.42
1507,100448,91,1,149.61,86.53
1511,100449,109,2,143.65,105.82
1513,100450,52,1,139.46,94.43
1518,100451,72,4,208.95,130.64
1520,100452,20,4,280.01,184.82
1525,100453,46,2,65.45,47.67
1528,100454,100,1,357.09,266.02
1531,100455,80,4,110.3,80.75
1534,100456,153,4,295.91,234.94
1538,100457,6,1,27.82,22.05
1542,100458,162,4,270.88,167.94
1544,100459,15,4,245.12,137.66
1550,100460,25,2,227.75,135.79
1554,100461,90,4,375.96,219.7
1557,100462,120,1,265.28,157.65
1563,100463,106,4,228.52,165.21
1566,100464,172,1,85.82,56.51
1569,100465,60,4,359.17,245.97
1575,100466,175,4,162.35,114.69
1576,100467,1,3,162.33,127.86
1582,100468,42,1,145.74,82.47
1583,100469,34,2,73.55,55.2
1587,100470,102,2,81.42,63.07
1593,100471,174,2,261.34,146.7
1596,100472,58,4,260.69,200.17
1602,100473,112,2,55.6,35.69
1607,100474,119,2,126.69,70.45
1611,100475,113,2,120.78,73.8
1612,100476,36,4,313.45,187.97
1617,100477,143,3,239.75,134.02
1620,100478,156,4,186.81,106.41
1626,100479,63,3,106.62,70.03
1630,100480,86,2,277.47,153.76
1633,100481,151,2,39.64,27.07
1634,100482,168,4,37.48,21
1637,100483,107,2,267.75,162.27
1638,100484,156,3,186.81,106.41
1644,100485,120,3,265.28,157.65
1650,100486,79,3,275.41,203.91
1653,100487,147,2,332.59,212.87
1656,100488,75,2,39.56,24.51
1657,100489,47,2,309.1,213.38
1659,100490,85,4,35.49,24.76
1663,100491,112,1,55.6,35.69
1665,100492,104,2,58.56,41.92
1666,100493,17,4,44.72,35.2
1667,100494,105,3,21.92,12.94
1672,100495,160,2,79.45,48.67
1674,100496,23,2,118.34,84.69
1679,100497,5,3,248.42,180.61
1680,100498,1,4,162.33,127.86
1682,100499,79,2,275.41,203.91
1685,100500,154,4,216.19,136.36
1690,100501,57,2,373.29,280.73
1692,100502,156,1,186.81,106.41
1694,100503,97,4,362.16,256.51
1699,100504,177,4,270.3,159.68
1700,100505,42,2,145.74,82.47
1706,100506,128,1,84.41,58.18
1711,100507,64,1,330.85,253.16
1712,100508,170,4,200.19,115
1716,100509,111,1,269.89,186.78
1719,100510,139,3,323.35,230.38
1724,100511,68,2,378.31,238.64
1726,100512,146,4,31.59,17.67
1732,100513,93,2,118.02,84.38
1733,100514,27,1,377.01,291.7
1736,100515,83,2,54.31,41.21
1741,100516,78,1,394.55,240.88
1742,100517,141,2,358.2,227.28
1748,100518,172,4,85.82,56.51
1749,100519,51,2,31.94,22.65
1755,100520,145,4,128.89,89.93
1761,100521,61,1,326.83,252.97
1764,100522,3,3,79.29,46.7
1767,100523,53,4,364.88,223.42
1770,100524,174,4,261.34,146.7
1774,100525,140,4,286.75,214.76
1780,100526,94,2,330.54,227.68
1786,100527,83,4,54.31,41.21
1788,100528,122,4,367.65,236.23
1792,100529,62,4,140.84,81.34
1796,100530,83,1,54.31,41.21
1802,100531,174,4,261.34,146.7
1803,100532,97,1,362.16,256.51
1805,100533,49,4,218.64,143.62
1806,100534,66,3,178.62,108.16
1809,100535,40,4,156.22,90.45
1810,100536,71,1,385.73,236.43
1813,100537,87,1,214.6,130.18
1815,100538,125,2,386.18,294.75
1819,100539,8,2,89.09,53.08
1824,100540,69,2,217.14,157.59
1829,100541,77,1,75.06,50.47
1834,100542,93,3,118.02,84.38
1835,100543,79,3,275.41,203.91
1836,100544,14,3,95.88,65.06
1839,100545,22,1,33.07,25.71
1845,100546,45,4,357.14,238.59
1846,100547,163,3,382.85,281.19
1850,100548,6,1,27.82,22.05
1852,100549,57,4,373.29,280.73
1853,100550,42,4,145.74,82.47
1857,100551,34,2,73.55,55.2
1860,100552,81,2,159.76,113.12
1862,100553,62,3,140.84,81.34
1866,100554,63,1,106.62,70.03
1870,100555,41,2,347.98,245.61
1871,100556,149,3,312.6,188.8
1872,100557,107,3,267.75,162.27
1876,100558,95,4,221.27,135.08
1882,100559,39,3,313.08,177.99
1887,100560,86,4,277.47,153.76
1891,100561,49,2,218.64,143.62
1897,100562,155,4,322.17,199.01
1902,100563,96,2,55.38,42.88
1906,100564,81,3,159.76,113.12
1908,100565,78,2,394.55,240.88
1911,100566,26,2,388.44,288.92
1913,100567,56,3,130.11,76.8
1919,100568,18,2,386.94,291.02
1924,100569,174,2,261.34,146.7
1926,100570,113,1,120.78,73.8
1927,100571,105,3,21.92,12.94
1931,100572,89,4,282.56,182.73
1935,100573,175,2,162.35,114.69
1938,100574,19,4,135.75,77.98
1944,100575,94,4,330.54,227.68
1950,100576,9,1,135.61,92.38
1955,100577,121,1,377.37,297.55
1961,100578,64,3,330.85,253.16
1967,100579,97,3,362.16,256.51
1969,100580,119,2,126.69,70.45
1974,100581,37,2,22.1,16.66
1979,100582,145,3,128.89,89.93
1982,100583,61,4,326.83,252.97
1984,100584,177,4,270.3,159.68
1988,100585,19,2,135.75,77.98
1992,100586,104,4,58.56,41.92
1997,100587,32,1,334.92,214.08
2001,100588,94,1,330.54,227.68
2006,100589,134,3,284.87,206.71
2008,100590,62,4,140.84,81.34
2014,100591,34,3,73.55,55.2
2016,100592,179,3,30.07,20.94
2019,100593,79,1,275.41,203.91
2024,100594,170,4,200.19,115
2030,100595,29,4,53.63,32.12
2034,100596,19,3,135.75,77.98
2035,100597,179,2,30.07,20.94
2041,100598,150,4,256.7,146.66
2047,100599,14,4,95.88,65.06
2049,100600,24,4,138.45,94.15
2054,100601,114,3,389.74,252.66
2060,100602,23,2,118.34,84.69
2061,100603,85,2,35.49,24.76
2067,100604,133,4,353.4,259.82
2068,100605,82,1,260.74,178.33
2073,100606,37,2,22.1,16.66
2078,100607,127,2,343.43,216.1
2079,100608,174,4,261.34,146.7
2085,100609,37,4,22.1,16.66
2089,100610,109,3,143.65,105.82
2095,100611,70,4,158.18,125.43
2096,100612,121,2,377.37,297.55
2099,100613,136,1,327.56,246.5
2100,100614,137,4,349.49,272.01
2106,100615,53,1,364.88,223.42
2109,100616,3,3,79.29,46.7
2114,100617,179,2,30.07,20.94
2116,100618,48,2,312.97,210.77
2121,100619,106,3,228.52,165.21
2123,100620,136,1,327.56,246.5
2127,100621,155,2,322.17,199.01
2130,100622,168,2,37.48,21
2135,100623,35,1,48.33,38.51
2138,100624,174,1,261.34,146.7
2141,100625,90,4,375.96,219.7
2146,100626,81,2,159.76,113.12
2149,100627,36,1,313.45,187.97
2155,100628,64,3,330.85,253.16
2159,100629,115,3,358.98,254.08
2162,100630,98,1,148.83,94.85
2165,100631,161,2,228.71,166.65
2166,100632,103,2,250.44,138.32
2172,100633,158,4,337.67,244.47
2173,100634,151,2,39.64,27.07
2178,100635,113,2,120.78,73.8
2182,100636,103,2,250.44,138.32
2185,100637,160,2,79.45,48.67
2191,100638,29,1,53.63,32.12
2195,100639,110,1,266.86,203.43
2198,100640,16,2,250.87,148.67
2202,100641,3,1,79.29,46.7
2208,100642,151,1,39.64,27.07
2209,100643,167,3,25.47,14.75
2211,100644,178,1,46.82,33.27
2214,100645,76,3,365.14,222.7
2218,100646,31,2,167.7,103.61
2224,100647,98,4,148.83,94.85
2229,100648,47,4,309.1,213.38
2234,100649,89,4,282.56,182.73
2238,100650,119,3,126.69,70.45
2242,100651,28,1,247.2,192.93
2248,100652,49,4,218.64,143.62
2250,100653,179,2,30.07,20.94
2256,100654,21,3,66.37,44.72
2261,100655,32,4,334.92,214.08
2265,100656,115,1,358.98,254.08
2271,100657,41,1,347.98,245.61
2274,100658,35,1,48.33,38.51
2280,100659,13,4,193.31,144.27
2281,100660,31,4,167.7,103.61
2282,100661,81,1,159.76,113.12
2288,100662,126,2,131.89,85.24
2292,100663,82,2,260.74,178.33
2295,100664,6,2,27.82,22.05
2299,100665,70,4,158.18,125.43
2300,100666,110,1,266.86,203.43
2302,100667,136,3,327.56,246.5
2306,100668,39,2,313.08,177.99
2307,100669,116,2,322.03,217.58
2308,100670,127,2,343.43,216.1
2310,100671,93,2,118.02,84.38
2315,100672,83,1,54.31,41.21
2320,100673,29,2,53.63,32.12
2323,100674,20,4,280.01,184.82
2324,100675,129,2,375.74,272.04
2329,100676,61,4,326.83,252.97
2334,100677,177,1,270.3,159.68
2336,100678,130,3,236.62,135.89
2342,100679,161,1,228.71,166.65
2348,100680,61,4,326.83,252.97
2350,100681,112,2,55.6,35.69
2353,100682,60,2,359.17,245.97
2355,100683,60,2,359.17,245.97
2356,100684,48,3,312.97,210.77
2359,100685,64,1,330.85,253.16
2364,100686,34,2,73.55,55.2
2366,100687,80,3,110.3,80.75
2369,100688,65,2,22.64,15.34
2372,100689,62,4,140.84,81.34
2376,100690,128,1,84.41,58.18
2379,100691,51,3,31.94,22.65
2381,100692,42,4,145.74,82.47
2386,100693,58,2,260.69,200.17
2391,100694,48,3,312.97,210.77
2397,100695,32,3,334.92,214.08
2399,100696,39,2,313.08,177.99
2400,100697,138,1,214.31,144.74
2401,100698,161,4,228.71,166.65
2403,100699,116,4,322.03,217.58
2404,100700,180,3,377.29,261.79
2409,100701,175,3,162.35,114.69
2415,100702,74,3,251.63,170.02
2418,100703,170,2,200.19,115
2422,100704,102,3,81.42,63.07
2428,100705,150,4,256.7,146.66
2433,100706,27,1,377.01,291.7
2436,100707,125,2,386.18,294.75
2437,100708,127,4,343.43,216.1
2442,100709,51,3,31.94,22.65
2445,100710,38,4,288.61,211.34
2451,100711,46,2,65.45,47.67
2454,100712,82,1,260.74,178.33
2460,100713,120,2,265.28,157.65
2461,100714,171,4,206.81,138.23
2462,100715,124,1,182.71,144.64
2463,100716,81,2,159.76,113.12
2468,100717,38,2,288.61,211.34
2472,100718,68,2,378.31,238.64
2473,100719,34,3,73.55,55.2
2478,100720,174,3,261.34,146.7
2479,100721,53,4,364.88,223.42
2481,100722,19,4,135.75,77.98
2485,100723,111,2,269.89,186.78
2490,100724,58,4,260.69,200.17
2495,100725,136,1,327.56,246.5
2501,100726,86,2,277.47,153.76
2502,100727,63,1,106.62,70.03
2506,100728,25,2,227.75,135.79
2509,100729,13,4,193.31,144.27
2515,100730,90,2,375.96,219.7
2521,100731,109,2,143.65,105.82
2527,100732,80,3,110.3,80.75
2533,100733,157,3,29.63,23.43
2538,100734,42,1,145.74,82.47
2543,100735,172,1,85.82,56.51
2547,100736,158,1,337.67,244.47
2550,100737,10,3,184.14,114.68
2556,100738,138,2,214.31,144.74
2559,100739,24,2,138.45,94.15
2565,100740,123,2,25.87,20.23
2566,100741,107,4,267.75,162.27
2571,100742,140,3,286.75,214.76
2574,100743,116,3,322.03,217.58
2577,100744,90,2,375.96,219.7
2580,100745,108,3,290.63,177.08
2581,100746,81,4,159.76,113.12
2584,100747,19,2,135.75,77.98
2587,100748,120,4,265.28,157.65
2588,100749,39,2,313.08,177.99
2592,100750,26,3,388.44,288.92
2594,100751,73,2,128.24,71.71
2597,100752,56,4,130.11,76.8
2603,100753,151,1,39.64,27.07
2608,100754,124,4,182.71,144.64
2611,100755,74,4,251.63,170.02
2616,100756,12,3,131.01,84.05
2619,100757,3,1,79.29,46.7
2621,100758,83,4,54.31,41.21
2624,100759,113,3,120.78,73.8
2628,100760,121,1,377.37,297.55
2633,100761,34,1,73.55,55.2
2639,100762,18,2,386.94,291.02
2644,100763,39,3,313.08,177.99
2646,100764,27,3,377.01,291.7
2649,100765,81,4,159.76,113.12
2651,100766,31,3,167.7,103.61
2654,100767,54,4,175.95,130.01
2660,100768,81,1,159.76,113.12
2661,100769,50,2,29.66,17.11
2664,100770,175,3,162.35,114.69
2666,100771,88,2,265.17,157.4
2672,100772,98,3,148.83,94.85
2674,100773,49,1,218.64,143.62
2679,100774,23,1,118.34,84.69
2685,100775,126,2,131.89,85.24
2691,100776,180,2,377.29,261.79
2696,100777,161,3,228.71,166.65
2701,100778,99,4,295.86,229.08
2707,100779,134,1,284.87,206.71
2709,100780,142,2,162.72,93.32
2715,100781,8,1,89.09,53.08
2716,100782,67,3,65.55,41.59
2722,100783,153,1,295.91,234.94
2727,100784,115,3,358.98,254.08
2733,100785,71,2,385.73,236.43
2736,100786,123,4,25.87,20.23
2737,100787,54,1,175.95,130.01
2743,100788,58,3,260.69,200.17
2744,100789,116,1,322.03,217.58
2747,100790,121,1,377.37,297.55
2748,100791,48,2,312.97,210.77
