customer_id,customer_name,gender,age,city,state,zone,membership,join_date
115,Customer_115,Male,47,Chennai,Tamil Nadu,South,None,25-07-2022
116,Customer_116,Male,27,Bengaluru,Karnataka,South,None,26-07-2022
117,Customer_117,Female,22,Ahmedabad,Gujarat,West,None,27-07-2022
118,Customer_118,Other,54,Delhi,Delhi,North,None,28-07-2022
119,Customer_119,Female,25,Delhi,Delhi,North,None,29-07-2022
120,Customer_120,Male,47,Chennai,Tamil Nadu,South,None,30-07-2022
121,Customer_121,Female,34,Ahmedabad,Gujarat,West,None,31-07-2022
122,Customer_122,Female,20,Hyderabad,Telangana,South,None,01-08-2022
123,Customer_123,Female,38,Kolkata,West Bengal,East,None,02-08-2022
124,Customer_124,Female,33,Lucknow,Uttar Pradesh,North,None,03-08-2022
125,Customer_125,Female,49,Lucknow,Uttar Pradesh,North,None,04-08-2022
126,Customer_126,Male,44,Kolkata,West Bengal,East,None,05-08-2022
127,Customer_127,Male,23,Kolkata,West Bengal,East,None,06-08-2022
128,Customer_128,Male,59,Delhi,Delhi,North,None,07-08-2022
129,Customer_129,Male,33,Ahmedabad,Gujarat,West,None,08-08-2022
130,Customer_130,Male,20,Bengaluru,Karnataka,South,None,09-08-2022
131,Customer_131,Male,57,Lucknow,Uttar Pradesh,North,None,10-08-2022
132,Customer_132,Female,37,Mumbai,Maharashtra,West,None,11-08-2022
133,Customer_133,Female,57,Bengaluru,Karnataka,South,None,12-08-2022
134,Customer_134,Male,24,Pune,Maharashtra,West,None,13-08-2022
135,Customer_135,Male,28,Bengaluru,Karnataka,South,None,14-08-2022
136,Customer_136,Female,46,Delhi,Delhi,North,None,15-08-2022
137,Customer_137,Female,20,Pune,Maharashtra,West,None,16-08-2022
138,Customer_138,Male,38,Kolkata,West Bengal,East,None,17-08-2022
139,Customer_139,Male,49,Chennai,Tamil Nadu,South,None,18-08-2022
140,Customer_140,Male,47,Delhi,Delhi,North,Prime,19-08-2022
141,Customer_141,Male,56,Kolkata,West Bengal,East,None,20-08-2022
142,Customer_142,Female,28,Delhi,Delhi,North,None,21-08-2022
143,Customer_143,Female,34,Delhi,Delhi,North,None,22-08-2022
144,Customer_144,Male,42,Chennai,Tamil Nadu,South,None,23-08-2022
145,Customer_145,Female,42,Ahmedabad,Gujarat,West,None,24-08-2022
146,Customer_146,Female,26,Hyderabad,Telangana,South,None,25-08-2022
147,Customer_147,Female,46,Hyderabad,Telangana,South,Prime,26-08-2022
148,Customer_148,Other,32,Bengaluru,Karnataka,South,None,27-08-2022
149,Customer_149,Male,36,Hyderabad,Telangana,South,Prime,28-08-2022
150,Customer_150,Male,32,Mumbai,Maharashtra,West,None,29-08-2022
151,Customer_151,Female,56,Lucknow,Uttar Pradesh,North,None,30-08-2022
152,Customer_152,Female,52,Ahmedabad,Gujarat,West,None,31-08-2022
153,Customer_153,Other,57,Chennai,Tamil Nadu,South,None,01-09-2022
154,Customer_154,Female,30,Hyderabad,Telangana,South,None,02-09-2022
155,Customer_155,Male,33,Ahmedabad,Gujarat,West,None,03-09-2022
156,Customer_156,Male,20,Hyderabad,Telangana,South,None,04-09-2022
157,Customer_157,Female,48,Delhi,Delhi,North,None,05-09-2022
158,Customer_158,Female,18,Delhi,Delhi,North,None,06-09-2022
159,Customer_159,Female,52,Chennai,Tamil Nadu,South,None,07-09-2022
160,Customer_160,Male,33,Jaipur,Rajasthan,North,None,08-09-2022
161,Customer_161,Female,18,Mumbai,Maharashtra,West,None,09-09-2022
162,Customer_162,Female,31,Delhi,Delhi,North,None,10-09-2022
163,Customer_163,Male,24,Bengaluru,Karnataka,South,None,11-09-2022
164,Customer_164,Male,40,Ahmedabad,Gujarat,West,None,12-09-2022
165,Customer_165,Female,52,Delhi,Delhi,North,None,13-09-2022
166,Customer_166,Female,46,Delhi,Delhi,North,None,14-09-2022
167,Customer_167,Male,39,Pune,Maharashtra,West,Prime,15-09-2022
168,Customer_168,Male,33,Hyderabad,Telangana,South,None,16-09-2022
169,Customer_169,Male,46,Mumbai,Maharashtra,West,Prime,17-09-2022
170,Customer_170,Male,23,Mumbai,Maharashtra,West,None,18-09-2022
171,Customer_171,Male,35,Chennai,Tamil Nadu,South,Prime,19-09-2022
172,Customer_172,Female,46,Hyderabad,Telangana,South,None,20-09-2022
173,Customer_173,Male,42,Lucknow,Uttar Pradesh,North,None,21-09-2022
174,Customer_174,Female,19,Chennai,Tamil Nadu,South,None,22-09-2022
175,Customer_175,Male,49,Mumbai,Maharashtra,West,Prime,23-09-2022
176,Customer_176,Male,53,Hyderabad,Telangana,South,Prime,24-09-2022
177,Customer_177,Female,49,Bengaluru,Karnataka,South,None,25-09-2022
178,Customer_178,Male,58,Mumbai,Maharashtra,West,None,26-09-2022
179,Customer_179,Male,37,Jaipur,Rajasthan,North,None,27-09-2022
180,Customer_180,Female,54,Ahmedabad,Gujarat,West,None,28-09-2022
181,Customer_181,Male,59,Delhi,Delhi,North,None,29-09-2022
182,Customer_182,Male,55,Delhi,Delhi,North,None,30-09-2022
183,Customer_183,Female,50,Mumbai,Maharashtra,West,None,01-10-2022
184,Customer_184,Female,22,Delhi,Delhi,North,Prime,02-10-2022
185,Customer_185,Male,23,Pune,Maharashtra,West,None,03-10-2022
186,Customer_186,Male,39,Bengaluru,Karnataka,South,None,04-10-2022
187,Customer_187,Female,38,Lucknow,Uttar Pradesh,North,None,05-10-2022
188,Customer_188,Male,36,Mumbai,Maharashtra,West,None,06-10-2022
189,Customer_189,Female,32,Pune,Maharashtra,West,None,07-10-2022
190,Customer_190,Male,51,Ahmedabad,Gujarat,West,None,08-10-2022
191,Customer_191,Female,24,Hyderabad,Telangana,South,Prime,09-10-2022
192,Customer_192,Male,34,Mumbai,Maharashtra,West,None,10-10-2022
193,Customer_193,Other,22,Delhi,Delhi,North,None,11-10-2022
194,Customer_194,Male,56,Bengaluru,Karnataka,South,None,12-10-2022
195,Customer_195,Female,19,Lucknow,Uttar Pradesh,North,None,13-10-2022
196,Customer_196,Male,44,Jaipur,Rajasthan,North,None,14-10-2022
197,Customer_197,Male,41,Lucknow,Uttar Pradesh,North,None,15-10-2022
198,Customer_198,Male,58,Ahmedabad,Gujarat,West,None,16-10-2022
199,Customer_199,Female,45,Bengaluru,Karnataka,South,None,17-10-2022
200,Customer_200,Male,18,Jaipur,Rajasthan,North,Prime,18-10-2022
201,Customer_201,Male,38,Lucknow,Uttar Pradesh,North,None,19-10-2022
202,Customer_202,Male,45,Bengaluru,Karnataka,South,None,20-10-2022
203,Customer_203,Female,20,Delhi,Delhi,North,None,21-10-2022
204,Customer_204,Male,47,Pune,Maharashtra,West,None,22-10-2022
205,Customer_205,Male,18,Delhi,Delhi,North,None,23-10-2022
206,Customer_206,Female,35,Mumbai,Maharashtra,West,None,24-10-2022
207,Customer_207,Female,50,Lucknow,Uttar Pradesh,North,None,25-10-2022
208,Customer_208,Male,32,Jaipur,Rajasthan,North,None,26-10-2022
209,Customer_209,Female,41,Delhi,Delhi,North,None,27-10-2022
210,Customer_210,Male,53,Bengaluru,Karnataka,South,Prime,28-10-2022
211,Customer_211,Male,51,Ahmedabad,Gujarat,West,None,29-10-2022
212,Customer_212,Female,43,Chennai,Tamil Nadu,South,None,30-10-2022
213,Customer_213,Female,57,Bengaluru,Karnataka,South,None,31-10-2022
214,Customer_214,Male,39,Kolkata,West Bengal,East,Prime,01-11-2022
215,Customer_215,Male,33,Jaipur,Rajasthan,North,None,02-11-2022
216,Customer_216,Male,57,Jaipur,Rajasthan,North,Prime,03-11-2022
217,Customer_217,0,59,Bengaluru,Karnataka,South,None,04-11-2022
218,Customer_218,Female,33,Delhi,Delhi,North,None,05-11-2022
219,Customer_219,Male,22,Jaipur,Rajasthan,North,None,06-11-2022
220,Customer_220,Female,23,Mumbai,Maharashtra,West,Prime,07-11-2022
221,Customer_221,Male,59,Kolkata,West Bengal,East,Prime,08-11-2022
222,Customer_222,Female,41,Mumbai,Maharashtra,West,None,09-11-2022
223,Customer_223,Male,47,Bengaluru,Karnataka,South,None,10-11-2022
224,Customer_224,Female,54,Bengaluru,Karnataka,South,None,11-11-2022
225,Customer_225,Male,49,Mumbai,Maharashtra,West,None,12-11-2022
226,Customer_226,Female,36,Jaipur,Rajasthan,North,Prime,13-11-2022
227,Customer_227,Male,45,Mumbai,Maharashtra,West,None,14-11-2022
228,Customer_228,Male,25,Jaipur,Rajasthan,North,None,15-11-2022
229,Customer_229,Female,18,Jaipur,Rajasthan,North,None,16-11-2022
230,Customer_230,Male,21,Bengaluru,Karnataka,South,None,17-11-2022
231,Customer_231,Male,39,Chennai,Tamil Nadu,South,None,18-11-2022
232,Customer_232,Female,39,Delhi,Delhi,North,Prime,19-11-2022
233,Customer_233,Female,47,Kolkata,West Bengal,East,Prime,20-11-2022
234,Customer_234,Male,44,Pune,Maharashtra,West,None,21-11-2022
235,Customer_235,Male,44,Bengaluru,Karnataka,South,None,22-11-2022
236,Customer_236,Male,30,Bengaluru,Karnataka,South,None,23-11-2022
237,Customer_237,Female,56,Chennai,Tamil Nadu,South,None,24-11-2022
238,Customer_238,Male,44,Jaipur,Rajasthan,North,Prime,25-11-2022
239,Customer_239,Male,56,Mumbai,Maharashtra,West,None,26-11-2022
240,Customer_240,Female,55,Pune,Maharashtra,West,None,27-11-2022
241,Customer_241,Male,25,Delhi,Delhi,North,Prime,28-11-2022
242,Customer_242,Male,29,Ahmedabad,Gujarat,West,None,29-11-2022
243,Customer_243,Female,41,Mumbai,Maharashtra,West,None,30-11-2022
244,Customer_244,Male,35,Chennai,Tamil Nadu,South,None,01-12-2022
245,Customer_245,Female,32,Delhi,Delhi,North,Prime,02-12-2022
246,Customer_246,Female,33,Pune,Maharashtra,West,Prime,03-12-2022
247,Customer_247,Male,50,Ahmedabad,Gujarat,West,Prime,04-12-2022
248,Customer_248,Male,27,Kolkata,West Bengal,East,Prime,05-12-2022
249,Customer_249,Female,41,Kolkata,West Bengal,East,None,06-12-2022
250,Customer_250,Female,36,Hyderabad,Telangana,South,None,07-12-2022
251,Customer_251,Male,44,Jaipur,Rajasthan,North,None,08-12-2022
252,Customer_252,Male,58,Pune,Maharashtra,West,Prime,09-12-2022
253,Customer_253,Female,48,Jaipur,Rajasthan,North,None,10-12-2022
254,Customer_254,Male,38,Pune,Maharashtra,West,Prime,11-12-2022
255,Customer_255,Male,33,Hyderabad,Telangana,South,None,12-12-2022
256,Customer_256,Female,40,Delhi,Delhi,North,Prime,13-12-2022
257,Customer_257,Male,31,Pune,Maharashtra,West,None,14-12-2022
258,Customer_258,Female,40,Mumbai,Maharashtra,West,None,15-12-2022
259,Customer_259,Female,58,Jaipur,Rajasthan,North,None,16-12-2022
260,Customer_260,Male,35,Chennai,Tamil Nadu,South,None,17-12-2022
261,Customer_261,Female,53,Lucknow,Uttar Pradesh,North,None,18-12-2022
262,Customer_262,Female,29,Mumbai,Maharashtra,West,None,19-12-2022
263,Customer_263,Male,54,Delhi,Delhi,North,None,20-12-2022
264,Customer_264,Male,28,Jaipur,Rajasthan,North,None,21-12-2022
265,Customer_265,Female,22,Bengaluru,Karnataka,South,None,22-12-2022
266,Customer_266,Female,38,Hyderabad,Telangana,South,None,23-12-2022
267,Customer_267,Female,49,Jaipur,Rajasthan,North,Prime,24-12-2022
268,Customer_268,Female,46,Hyderabad,Telangana,South,None,25-12-2022
269,Customer_269,Male,24,Delhi,Delhi,North,None,26-12-2022
270,Customer_270,Female,53,Jaipur,Rajasthan,North,Prime,27-12-2022
271,Customer_271,Male,57,Mumbai,Maharashtra,West,Prime,28-12-2022
272,Customer_272,Male,44,Jaipur,Rajasthan,North,Prime,29-12-2022
273,Customer_273,Male,23,Mumbai,Maharashtra,West,Prime,30-12-2022
274,Customer_274,Female,55,Chennai,Tamil Nadu,South,None,31-12-2022
275,Customer_275,Male,21,Mumbai,Maharashtra,West,None,01-01-2023
276,Customer_276,Male,52,Chennai,Tamil Nadu,South,None,02-01-2023
277,Customer_277,Male,27,Mumbai,Maharashtra,West,None,03-01-2023
278,Customer_278,Male,55,Ahmedabad,Gujarat,West,None,04-01-2023
279,Customer_279,Female,47,Hyderabad,Telangana,South,None,05-01-2023
280,Customer_280,Other,59,Mumbai,Maharashtra,West,None,06-01-2023
281,Customer_281,Female,26,Chennai,Tamil Nadu,South,None,07-01-2023
282,Customer_282,Female,33,Hyderabad,Telangana,South,None,08-01-2023
283,Customer_283,Female,21,Delhi,Delhi,North,None,09-01-2023
284,Customer_284,Female,43,Mumbai,Maharashtra,West,Prime,10-01-2023
285,Customer_285,Female,46,Bengaluru,Karnataka,South,None,11-01-2023
286,Customer_286,Male,45,Mumbai,Maharashtra,West,Prime,12-01-2023
287,Customer_287,Male,28,Mumbai,Maharashtra,West,None,13-01-2023
288,Customer_288,Male,45,Delhi,Delhi,North,None,14-01-2023
289,Customer_289,Male,49,Chennai,Tamil Nadu,South,None,15-01-2023
290,Customer_290,Male,41,Hyderabad,Telangana,South,None,16-01-2023
291,Customer_291,Female,59,Mumbai,Maharashtra,West,None,17-01-2023
292,Customer_292,Female,56,Lucknow,Uttar Pradesh,North,Prime,18-01-2023
293,Customer_293,Male,24,Jaipur,Rajasthan,North,None,19-01-2023
294,Customer_294,Male,35,Delhi,Delhi,North,Prime,20-01-2023
295,Customer_295,Female,20,Mumbai,Maharashtra,West,None,21-01-2023
296,Customer_296,Male,37,Lucknow,Uttar Pradesh,North,None,22-01-2023
297,Customer_297,Male,51,Hyderabad,Telangana,South,None,23-01-2023
298,Customer_298,Female,47,Bengaluru,Karnataka,South,None,24-01-2023
299,Customer_299,Male,26,Hyderabad,Telangana,South,None,25-01-2023
300,Customer_300,Female,27,Kolkata,West Bengal,East,None,26-01-2023
301,Customer_301,Female,23,Delhi,Delhi,North,Prime,27-01-2023
302,Customer_302,Female,34,Kolkata,West Bengal,East,None,28-01-2023
303,Customer_303,Male,32,Kolkata,West Bengal,East,Prime,29-01-2023
304,Customer_304,Male,50,Hyderabad,Telangana,South,None,30-01-2023
305,Customer_305,Male,30,Jaipur,Rajasthan,North,None,31-01-2023
306,Customer_306,Male,59,Mumbai,Maharashtra,West,None,01-02-2023
307,Customer_307,Male,39,Pune,Maharashtra,West,None,02-02-2023
308,Customer_308,Female,33,Hyderabad,Telangana,South,None,03-02-2023
309,Customer_309,Female,51,Bengaluru,Karnataka,South,None,04-02-2023
310,Customer_310,Female,20,Delhi,Delhi,North,None,05-02-2023
311,Customer_311,Male,25,Bengaluru,Karnataka,South,None,06-02-2023
312,Customer_312,Female,37,Mumbai,Maharashtra,West,None,07-02-2023
313,Customer_313,Male,41,Delhi,Delhi,North,None,08-02-2023
314,Customer_314,Male,35,Delhi,Delhi,North,Prime,09-02-2023
315,Customer_315,Female,40,Kolkata,West Bengal,East,None,10-02-2023
316,Customer_316,Male,18,Mumbai,Maharashtra,West,None,11-02-2023
317,Customer_317,Female,19,Chennai,Tamil Nadu,South,None,12-02-2023
318,Customer_318,Female,22,Delhi,Delhi,North,None,13-02-2023
319,Customer_319,Male,35,Mumbai,Maharashtra,West,None,14-02-2023
320,Customer_320,Other,33,Bengaluru,Karnataka,South,None,15-02-2023
321,Customer_321,Male,27,Delhi,Delhi,North,None,16-02-2023
322,Customer_322,Female,46,Pune,Maharashtra,West,Prime,17-02-2023
323,Customer_323,Male,52,Bengaluru,Karnataka,South,None,18-02-2023
324,Customer_324,Male,42,Lucknow,Uttar Pradesh,North,None,19-02-2023
325,Customer_325,Male,59,Lucknow,Uttar Pradesh,North,None,20-02-2023
326,Customer_326,Female,41,Hyderabad,Telangana,South,None,21-02-2023
327,Customer_327,Female,30,Ahmedabad,Gujarat,West,None,22-02-2023
328,Customer_328,Female,38,Mumbai,Maharashtra,West,Prime,23-02-2023
329,Customer_329,Female,59,Pune,Maharashtra,West,None,24-02-2023
330,Customer_330,Female,56,Kolkata,West Bengal,East,None,25-02-2023
331,Customer_331,Male,51,Delhi,Delhi,North,None,26-02-2023
332,Customer_332,Female,36,Mumbai,Maharashtra,West,None,27-02-2023
333,Customer_333,Male,45,Mumbai,Maharashtra,West,None,28-02-2023
334,Customer_334,Male,44,Hyderabad,Telangana,South,None,01-03-2023
335,Customer_335,Male,43,Hyderabad,Telangana,South,Prime,02-03-2023
336,Customer_336,Male,28,Bengaluru,Karnataka,South,None,03-03-2023
337,Customer_337,Female,52,Bengaluru,Karnataka,South,None,04-03-2023
338,Customer_338,Male,37,Hyderabad,Telangana,South,None,05-03-2023
339,Customer_339,Female,29,Kolkata,West Bengal,East,Prime,06-03-2023
340,Customer_340,Female,45,Mumbai,Maharashtra,West,None,07-03-2023
341,Customer_341,Male,19,Kolkata,West Bengal,East,None,08-03-2023
342,Customer_342,Female,18,Chennai,Tamil Nadu,South,None,09-03-2023
343,Customer_343,Female,26,Kolkata,West Bengal,East,None,10-03-2023
344,Customer_344,Male,39,Kolkata,West Bengal,East,None,11-03-2023
345,Customer_345,Female,57,Hyderabad,Telangana,South,None,12-03-2023
346,Customer_346,Male,44,Delhi,Delhi,North,None,13-03-2023
347,Customer_347,Male,26,Hyderabad,Telangana,South,Prime,14-03-2023
348,Customer_348,Male,24,Lucknow,Uttar Pradesh,North,None,15-03-2023
349,Customer_349,Female,53,Pune,Maharashtra,West,None,16-03-2023
350,Customer_350,Male,55,Mumbai,Maharashtra,West,None,17-03-2023
351,Customer_351,Male,19,Mumbai,Maharashtra,West,None,18-03-2023
352,Customer_352,Male,22,Lucknow,Uttar Pradesh,North,None,19-03-2023
353,Customer_353,Female,34,Mumbai,Maharashtra,West,None,20-03-2023
354,Customer_354,Female,54,Mumbai,Maharashtra,West,None,21-03-2023
355,Customer_355,Female,52,Bengaluru,Karnataka,South,Prime,22-03-2023
356,Customer_356,Unknown,25,Lucknow,Uttar Pradesh,North,Prime,23-03-2023
357,Customer_357,Male,20,Bengaluru,Karnataka,South,None,24-03-2023
358,Customer_358,Female,20,Bengaluru,Karnataka,South,None,25-03-2023
359,Customer_359,Male,18,Chennai,Tamil Nadu,South,None,26-03-2023
360,Customer_360,Male,41,Mumbai,Maharashtra,West,None,27-03-2023
361,Customer_361,Male,47,Jaipur,Rajasthan,North,None,28-03-2023
362,Customer_362,Female,59,Hyderabad,Telangana,South,None,29-03-2023
363,Customer_363,Male,43,Hyderabad,Telangana,South,None,30-03-2023
364,Customer_364,Male,55,Jaipur,Rajasthan,North,None,31-03-2023
365,Customer_365,Female,57,Lucknow,Uttar Pradesh,North,None,01-04-2023
366,Customer_366,Female,55,Bengaluru,Karnataka,South,None,02-04-2023
367,Customer_367,Female,20,Delhi,Delhi,North,None,03-04-2023
368,Customer_368,Male,30,Ahmedabad,Gujarat,West,Prime,04-04-2023
369,Customer_369,Female,53,Bengaluru,Karnataka,South,None,05-04-2023
370,Customer_370,Male,58,Lucknow,Uttar Pradesh,North,None,06-04-2023
371,Customer_371,Female,29,Lucknow,Uttar Pradesh,North,Prime,07-04-2023
372,Customer_372,Female,37,Mumbai,Maharashtra,West,None,08-04-2023
373,Customer_373,Male,56,Lucknow,Uttar Pradesh,North,Prime,09-04-2023
374,Customer_374,Male,25,Bengaluru,Karnataka,South,None,10-04-2023
375,Customer_375,Male,19,Chennai,Tamil Nadu,South,Prime,11-04-2023
376,Customer_376,Male,28,Mumbai,Maharashtra,West,None,12-04-2023
