payment_id,order_id,payment_method,payment_status,paid_amount
500324,100324,UPI,Success,1364.89
500325,100325,Card,Success,1512.11
500326,100326,Wallet,Success,1929.52
500327,100327,Card,Success,1358.86
500328,100328,UPI,Success,1470.64
500329,100329,UPI,Success,498.79
500330,100330,COD,Success,1592.83
500331,100331,Card,Success,617.2
500332,100332,UPI,Success,712.08
500333,100333,UPI,Success,460.19
500334,100334,UPI,Refunded,0
500335,100335,NetBanking,Success,827.74
500336,100336,UPI,Success,582.58
500337,100337,UPI,Success,3125.84
500338,100338,Card,Success,1691.43
500339,100339,NetBanking,Success,971.59
500340,100340,UPI,Success,1147.68
500341,100341,COD,Success,880.24
500342,100342,UPI,Success,1558.72
500343,100343,UPI,Success,689.43
500344,100344,UPI,Success,531.35
500345,100345,UPI,Success,1863.46
500346,100346,NetBanking,Success,1195.11
500347,100347,Wallet,Success,4175.84
500348,100348,COD,Success,1990.28
500349,100349,UPI,Success,1360.45
500350,100350,UPI,Success,1045.63
500351,100351,Wallet,Success,3211.52
500352,100352,Wallet,Success,6635.67
500353,100353,UPI,Failed,0
500354,100354,NetBanking,Success,2993.51
500355,100355,UPI,Success,893.38
500356,100356,UPI,Failed,0
500357,100357,UPI,Success,1989.79
500358,100358,UPI,Success,1224.7
500359,100359,UPI,Success,2192.7
500360,100360,UPI,Success,967.54
500361,100361,UPI,Success,979.34
500362,100362,UPI,Success,1380.16
500363,100363,UPI,Success,524.27
500364,100364,UPI,Success,1186.36
500365,100365,UPI,Success,1390.1
500366,100366,NetBanking,Success,2234.55
500367,100367,Card,Success,2950.58
500368,100368,UPI,Success,2325.31
500369,100369,Card,Success,1872.3
500370,100370,UPI,Success,1574.02
500371,100371,UPI,Success,1930.4
500372,100372,UPI,Success,3017.19
500373,100373,UPI,Success,1269.48
500374,100374,Card,Success,4757.9
500375,100375,UPI,Success,2240.86
500376,100376,NetBanking,Success,687.86
500377,100377,NetBanking,Success,863.67
500378,100378,UPI,Success,726.06
500379,100379,Wallet,Failed,0
500380,100380,UPI,Success,984.97
500381,100381,COD,Success,1600.62
500382,100382,Wallet,Success,103.39
500383,100383,Card,Success,2139.24
500384,100384,UPI,Success,981.8
500385,100385,UPI,Success,3535.88
500386,100386,Card,Success,766.6
500387,100387,UPI,Success,1556.64
500388,100388,UPI,Success,1227.84
500389,100389,Wallet,Success,1615.81
500390,100390,Card,Success,84.15
500391,100391,UPI,Success,2719.5
500392,100392,Card,Success,4096.16
500393,100393,UPI,Success,1948.43
500394,100394,Card,Success,238.98
500395,100395,Wallet,Success,2874.9
500396,100396,NetBanking,Success,2360.95
500397,100397,NetBanking,Success,1022.34
500398,100398,Wallet,Success,672.64
500399,100399,UPI,Success,3826.54
500400,100400,Wallet,Success,1215.72
500401,100401,UPI,Success,2307.04
500402,100402,UPI,Success,3828.48
500403,100403,UPI,Success,660.01
500404,100404,Card,Success,252.27
500405,100405,UPI,Refunded,0
500406,100406,Wallet,Success,2815.03
500407,100407,NetBanking,Success,891.56
500408,100408,UPI,Success,1844.9
500409,100409,UPI,Success,1513.82
500410,100410,Card,Success,1792.27
500411,100411,UPI,Success,487.36
500412,100412,Card,Success,1683.58
500413,100413,Card,Success,1411.13
500414,100414,UPI,Success,2062.78
500415,100415,Card,Success,1592.86
500416,100416,UPI,Success,160.7
500417,100417,UPI,Success,558.83
500418,100418,Card,Success,106.75
500419,100419,UPI,Success,3433.2
500420,100420,Card,Success,529.06
500421,100421,COD,Success,659.74
500422,100422,UPI,Success,1650.26
500423,100423,UPI,Success,1877.96
500424,100424,Wallet,Success,4527.7
500425,100425,UPI,Success,1215.36
500426,100426,UPI,Success,1431.17
500427,100427,Card,Success,820.41
500428,100428,UPI,Success,1065.75
500429,100429,Card,Failed,0
500430,100430,UPI,Success,2875.38
500431,100431,Card,Success,1008.91
500432,100432,UPI,Success,3275.69
500433,100433,UPI,Success,2294.25
500434,100434,Wallet,Success,654.1
500435,100435,UPI,Success,1884.6
500436,100436,Wallet,Success,1756.22
500437,100437,UPI,Success,1121.23
500438,100438,UPI,Success,3086.42
500439,100439,UPI,Success,1755.12
500440,100440,UPI,Refunded,0
500441,100441,UPI,Success,1932.8
500442,100442,NetBanking,Success,3250.54
500443,100443,UPI,Success,1807.91
500444,100444,UPI,Success,1326.98
500445,100445,Wallet,Success,2136.63
500446,100446,Wallet,Failed,0
500447,100447,UPI,Success,1217.14
500448,100448,Card,Success,1685.48
500449,100449,UPI,Refunded,0
500450,100450,COD,Success,2596.06
500451,100451,COD,Success,1636.5
500452,100452,UPI,Success,2509.98
500453,100453,Card,Success,1550.96
500454,100454,UPI,Success,1398.43
500455,100455,UPI,Success,2818.13
500456,100456,UPI,Success,3295.45
500457,100457,UPI,Failed,0
500458,100458,COD,Success,975.16
500459,100459,Wallet,Success,3549.66
500460,100460,Card,Success,1855.74
500461,100461,Wallet,Success,2414.38
500462,100462,Wallet,Success,2090.73
500463,100463,UPI,Success,2391.51
500464,100464,Wallet,Success,1430.79
500465,100465,Wallet,Success,3568.58
500466,100466,UPI,Success,603.94
500467,100467,Card,Success,2613.14
500468,100468,UPI,Success,165.68
500469,100469,NetBanking,Success,2069.92
500470,100470,Wallet,Failed,0
500471,100471,Card,Success,1349.98
500472,100472,UPI,Success,2912.46
500473,100473,NetBanking,Success,1915.92
500474,100474,NetBanking,Success,1319.59
500475,100475,NetBanking,Success,250.66
500476,100476,NetBanking,Success,3711.37
500477,100477,UPI,Success,1287.77
500478,100478,UPI,Success,3580.38
500479,100479,Card,Success,1810.91
500480,100480,UPI,Success,1025.97
500481,100481,Card,Success,104.31
500482,100482,UPI,Success,634.7
500483,100483,UPI,Success,493.65
500484,100484,Wallet,Success,2749.07
500485,100485,UPI,Success,2528.21
500486,100486,NetBanking,Success,1506.04
500487,100487,UPI,Success,1237.49
500488,100488,Wallet,Success,82.63
500489,100489,Card,Success,517.36
500490,100490,UPI,Success,793.39
500491,100491,UPI,Success,397.56
500492,100492,COD,Success,143.32999999999998
500493,100493,UPI,Success,196.61
500494,100494,NetBanking,Success,2982.59
500495,100495,UPI,Success,292.35
500496,100496,COD,Success,2430.67
500497,100497,UPI,Success,712.17
500498,100498,Card,Success,814.07
500499,100499,UPI,Success,2111.3
500500,100500,Wallet,Success,2566.67
500501,100501,UPI,Success,1219.59
500502,100502,UPI,Success,297.3
500503,100503,COD,Success,2376.45
500504,100504,Card,Success,1078.17
500505,100505,UPI,Success,2800.78
500506,100506,UPI,Success,1714.55
500507,100507,UPI,Success,351.62
500508,100508,Wallet,Success,2271.37
500509,100509,UPI,Success,541.5
500510,100510,UPI,Success,3320.24
500511,100511,UPI,Success,950.99
500512,100512,UPI,Success,3463.15
500513,100513,UPI,Success,228.68
500514,100514,UPI,Success,1437.31
500515,100515,UPI,Success,1815.72
500516,100516,UPI,Success,380.86
500517,100517,UPI,Success,3047.51
500518,100518,NetBanking,Success,353.1
500519,100519,NetBanking,Success,2233.59
500520,100520,Card,Success,2077.61
500521,100521,UPI,Success,423.19
500522,100522,Wallet,Success,1189.39
500523,100523,UPI,Success,3278.81
500524,100524,UPI,Success,2417.64
500525,100525,Card,Failed,0
500526,100526,UPI,Success,1640.84
500527,100527,COD,Success,520.37
500528,100528,UPI,Success,3774.92
500529,100529,UPI,Success,1670.18
500530,100530,UPI,Success,4127.37
500531,100531,NetBanking,Success,964.87
500532,100532,UPI,Success,663.4
500533,100533,UPI,Success,733.41
500534,100534,UPI,Success,1699.23
500535,100535,UPI,Success,592.45
500536,100536,UPI,Success,1076.88
500537,100537,UPI,Success,509.48
500538,100538,UPI,Success,2769.87
500539,100539,UPI,Success,1833.7
500540,100540,COD,Success,2313.53
500541,100541,Card,Success,1789.8
500542,100542,UPI,Success,355.27
500543,100543,NetBanking,Success,734.85
500544,100544,COD,Success,1664.55
500545,100545,UPI,Success,1868.19
500546,100546,UPI,Success,1370.85
500547,100547,UPI,Success,2122.85
500548,100548,UPI,Failed,0
500549,100549,UPI,Success,1430.45
500550,100550,Card,Failed,0
500551,100551,NetBanking,Success,1860.42
500552,100552,UPI,Success,531.03
500553,100553,Wallet,Success,1209.66
500554,100554,UPI,Success,1787.59
500555,100555,NetBanking,Success,631.51
500556,100556,UPI,Success,775.19
500557,100557,UPI,Failed,0
500558,100558,UPI,Success,4002.38
500559,100559,UPI,Success,2077.08
500560,100560,UPI,Success,2170.66
500561,100561,Card,Success,2084.02
500562,100562,Card,Success,1953.37
500563,100563,UPI,Success,641.26
500564,100564,UPI,Success,1173.39
500565,100565,NetBanking,Success,3171.58
500566,100566,Card,Success,1000.76
500567,100567,Card,Success,3906.85
500568,100568,Wallet,Success,3167.46
500569,100569,Card,Success,1045.81
500570,100570,NetBanking,Success,128.47
500571,100571,Wallet,Success,1977.47
500572,100572,Card,Success,4091.65
500573,100573,Card,Success,1466.69
500574,100574,UPI,Success,3585.47
500575,100575,UPI,Success,3493.54
500576,100576,UPI,Success,1465.9
500577,100577,NetBanking,Success,3371.11
500578,100578,UPI,Success,2695.75
500579,100579,Card,Success,1273.22
500580,100580,UPI,Success,3567.01
500581,100581,Card,Refunded,0
500582,100582,Card,Success,1827.65
500583,100583,Wallet,Failed,0
500584,100584,NetBanking,Success,3064.64
500585,100585,NetBanking,Success,1910.48
500586,100586,UPI,Success,2927.94
500587,100587,UPI,Refunded,0
500588,100588,NetBanking,Success,1351.46
500589,100589,UPI,Success,1280.24
500590,100590,UPI,Success,4153.51
500591,100591,UPI,Success,381.45
500592,100592,UPI,Success,1532.25
500593,100593,UPI,Success,2843.93
500594,100594,Wallet,Failed,0
500595,100595,UPI,Success,1533.77
500596,100596,UPI,Success,375.55
500597,100597,Card,Success,2418.96
500598,100598,UPI,Success,4649.79
500599,100599,UPI,Success,366.8
500600,100600,Wallet,Success,2526.36
500601,100601,Card,Success,2983.21
500602,100602,NetBanking,Success,246.91
500603,100603,COD,Success,3303.23
500604,100604,UPI,Success,1236.76
500605,100605,UPI,Success,1435.07
500606,100606,UPI,Failed,0
500607,100607,Wallet,Success,652.38
500608,100608,UPI,Success,3547.14
500609,100609,UPI,Success,785.93
500610,100610,Wallet,Success,2900.34
500611,100611,Wallet,Success,525.22
500612,100612,NetBanking,Success,1718.85
500613,100613,UPI,Success,333.71
500614,100614,NetBanking,Success,5251.68
500615,100615,UPI,Success,1895.37
500616,100616,UPI,Success,2607.77
500617,100617,Wallet,Success,599.7
500618,100618,UPI,Success,3277.01
500619,100619,UPI,Success,894.13
500620,100620,Card,Success,1739.96
500621,100621,UPI,Success,2165.97
500622,100622,UPI,Success,3968.54
500623,100623,Wallet,Success,524.28
500624,100624,UPI,Success,1155.15
500625,100625,UPI,Success,3924.74
500626,100626,UPI,Success,902.47
500627,100627,UPI,Success,2558.08
500628,100628,Card,Success,3201.48
500629,100629,NetBanking,Success,2602.15
500630,100630,Wallet,Success,1117
500631,100631,UPI,Success,403.88
500632,100632,UPI,Success,2276.43
500633,100633,UPI,Success,1148.48
500634,100634,Card,Success,3135.5
500635,100635,UPI,Success,972.35
500636,100636,UPI,Success,1508.46
500637,100637,NetBanking,Success,2600.5
500638,100638,NetBanking,Refunded,0
500639,100639,UPI,Success,1111.57
500640,100640,UPI,Success,1710.58
500641,100641,UPI,Success,2089.62
500642,100642,NetBanking,Success,69.37
500643,100643,UPI,Success,543.29
500644,100644,UPI,Success,1146.76
500645,100645,UPI,Success,2944.83
500646,100646,UPI,Success,1261
500647,100647,UPI,Success,3614.71
500648,100648,UPI,Success,2077.85
500649,100649,UPI,Refunded,0
500650,100650,UPI,Success,3367.69
500651,100651,UPI,Success,3122.06
500652,100652,Card,Success,1381.09
500653,100653,Card,Success,1594.28
500654,100654,Card,Success,1761.82
500655,100655,UPI,Success,2506.42
500656,100656,NetBanking,Success,2838.71
500657,100657,Wallet,Success,1866.41
500658,100658,UPI,Success,1832.62
500659,100659,UPI,Success,671.09
500660,100660,UPI,Success,653.63
500661,100661,UPI,Success,1813.77
500662,100662,UPI,Success,1333.87
500663,100663,Wallet,Success,1160.07
500664,100664,UPI,Refunded,0
500665,100665,COD,Success,539.39
500666,100666,UPI,Success,830.84
500667,100667,Wallet,Success,1921.57
500668,100668,NetBanking,Success,608.63
500669,100669,UPI,Success,635.37
500670,100670,Card,Success,1276.69
500671,100671,UPI,Success,954.19
500672,100672,NetBanking,Success,1361.65
500673,100673,COD,Success,1191.06
500674,100674,UPI,Success,1009.94
500675,100675,UPI,Success,2889.41
500676,100676,UPI,Success,3756.28
500677,100677,NetBanking,Success,465.13
500678,100678,Wallet,Success,2352.99
500679,100679,UPI,Success,2053.57
500680,100680,NetBanking,Success,2134.32
500681,100681,UPI,Success,1513.03
500682,100682,UPI,Success,2026.89
500683,100683,UPI,Success,572.88
500684,100684,COD,Success,1483.82
500685,100685,NetBanking,Success,1149.21
500686,100686,NetBanking,Failed,0
500687,100687,UPI,Refunded,0
500688,100688,UPI,Success,567.11
500689,100689,UPI,Refunded,0
500690,100690,Card,Success,1183.54
500691,100691,Card,Failed,0
500692,100692,UPI,Success,1706.57
500693,100693,Wallet,Success,1401.35
500694,100694,UPI,Failed,0
500695,100695,Wallet,Success,1831.58
500696,100696,Card,Success,535.68
500697,100697,COD,Success,213.94
500698,100698,Wallet,Success,1158.43
500699,100699,NetBanking,Success,1079.19
500700,100700,NetBanking,Success,2416.01
500701,100701,Wallet,Success,3292
500702,100702,UPI,Success,1341.58
500703,100703,UPI,Success,1625.95
500704,100704,Card,Success,3237.28
500705,100705,Wallet,Success,2426.11
500706,100706,UPI,Success,1896.51
500707,100707,UPI,Success,662.68
500708,100708,Card,Success,4510.73
500709,100709,UPI,Success,615.27
500710,100710,UPI,Success,3455.53
500711,100711,Wallet,Success,1184.83
500712,100712,Card,Success,3297.19
500713,100713,Card,Success,507.89
500714,100714,Card,Success,788.44
500715,100715,UPI,Success,189.76
500716,100716,UPI,Success,2092.28
500717,100717,UPI,Success,927.15
500718,100718,UPI,Success,707.97
500719,100719,Card,Success,1053.52
500720,100720,UPI,Success,743.88
500721,100721,Wallet,Success,1563.78
500722,100722,UPI,Success,2308.22
500723,100723,UPI,Success,1717.06
500724,100724,UPI,Success,2330.77
500725,100725,Wallet,Success,2363.65
500726,100726,NetBanking,Refunded,0
500727,100727,Card,Success,2073.57
500728,100728,Card,Success,1353.31
500729,100729,UPI,Success,2797.92
500730,100730,NetBanking,Success,1995.23
500731,100731,UPI,Success,2812.91
500732,100732,UPI,Success,1913.8
500733,100733,UPI,Success,1262.48
500734,100734,COD,Failed,0
500735,100735,UPI,Success,567.16
500736,100736,UPI,Refunded,0
500737,100737,Wallet,Success,2410.3
500738,100738,UPI,Success,1542.11
500739,100739,UPI,Success,2724.73
500740,100740,UPI,Failed,0
500741,100741,UPI,Success,3038.36
500742,100742,NetBanking,Success,1115.92
500743,100743,Wallet,Failed,0
500744,100744,Wallet,Success,1409
500745,100745,UPI,Success,798.39
500746,100746,Card,Success,1586.69
500747,100747,UPI,Success,979.56
500748,100748,UPI,Success,955.01
500749,100749,UPI,Success,1570.88
500750,100750,Wallet,Success,1411.54
500751,100751,UPI,Success,554.67
500752,100752,UPI,Success,3078.92
500753,100753,UPI,Success,1875.16
500754,100754,UPI,Success,1489.95
500755,100755,UPI,Success,1329.36
500756,100756,Card,Success,1144.15
500757,100757,UPI,Success,352.75
500758,100758,UPI,Success,816.87
500759,100759,UPI,Success,966.05
500760,100760,Card,Success,2041.68
500761,100761,UPI,Success,3511.31
500762,100762,Card,Success,1409.06
500763,100763,COD,Success,893.46
500764,100764,Card,Success,2511.13
500765,100765,NetBanking,Success,702.87
500766,100766,COD,Success,2282.4
500767,100767,UPI,Success,3255.09
500768,100768,UPI,Success,165.49
500769,100769,UPI,Success,1244.59
500770,100770,UPI,Success,529.92
500771,100771,UPI,Success,3351.62
500772,100772,COD,Success,769.36
500773,100773,NetBanking,Success,910.83
500774,100774,UPI,Success,3186.59
500775,100775,Wallet,Success,4131.68
500776,100776,COD,Success,1979.33
500777,100777,NetBanking,Refunded,0
500778,100778,UPI,Success,2643.35
500779,100779,UPI,Success,381.79
500780,100780,UPI,Success,2685.85
500781,100781,Card,Success,122.31
500782,100782,COD,Success,2534.09
500783,100783,UPI,Success,3659.55
500784,100784,Card,Success,5208.64
500785,100785,UPI,Success,2134.25
500786,100786,UPI,Success,107.83
500787,100787,Card,Success,2128.16
500788,100788,UPI,Success,728.81
